Code,Localite
5380,Pontillas
5500,Dréhance
5501,Lisogne
5503,Sorinnes
5523,Sommière
5530,Yvoir
5537,Annevoie-Rouillon
5542,Blaimont
5550,Orchimont
5550,Pussemange
5555,Bièvre
5555,Monceau-En-Ardenne
5570,Felenne
5570,Winenne
5574,Pondrôme
5575,Malvoisin
5575,Sart-Custinne
5575,Willerzie
5580,Buissonville
5580,Han-Sur-Lesse
5580,Jemelle
5580,Wavreille
5590,Haversin
5590,Leignon
5590,Pessoux
5600,Samart
5600,Sautour
5620,Morville
5620,Saint-Aubin
5621,Morialmé
5630,Cerfontaine
5630,Senzeille
5640,Biesmerée
5641,Furnaux
5650,Pry
5651,Somzée
5651,Tarcienne
5660,Petigny
5660,Petite-Chapelle
5660,Presgaux
5670,Dourbes
5680,Gochenée
5680,Matagne-La-Petite
6060,Gilly
6120,Marbaix
6180,Courcelles
6210,Wayaux
6220,Heppignies
6224,Wanfercée-Baulet
6230,Pont-À-Celles
6230,Thiméon
6280,Gerpinnes
6280,Villers-Poterie
6441,Erpion
6460,Bailièvre
6462,Vaulx-Lez-Chimay
6530,Leers-Et-Fosteau
6531,Biesme-Sous-Thuin
6536,Donstiennes
6540,Lobbes
6542,Sars-La-Buissière
6560,Bersillies-L'abbaye
6560,Montignies-Saint-Christophe
6567,Fontaine-Valmont
6567,Labuissière
6596,Forge-Philippe
6640,Vaux-Lez-Rosières
6642,Juseret
6661,Tailles
6663,Mabompré
6666,Wibrin
6671,Bovigny
6672,Beho
6673,Cherain
6680,Sainte-Ode
6686,Flamierge
6700,Toernich
6740,Villers-Sur-Semois
6742,Chantemelle
6747,Châtillon
6747,Saint-Léger
6769,Sommethonne
6769,Villers-La-Loue
6780,Hondelange
6780,Messancy
6812,Suxy
6830,Bouillon
6840,Tournay
6850,Carlsbourg
6850,Offagne
6850,Paliseul
6860,Ebly
6870,Arville
6870,Hatrival
6880,Bertrix
6890,Transinne
6890,Villance
6900,Roy
6921,Chanly
6927,Tellin
6929,Gembes
6940,Durbuy
6940,Septon
6941,Bende
6941,Bomal-Sur-Ourthe
6941,Heyd
6960,Harre
6971,Champlon
6972,Erneuville
6983,Ortho
6987,Beffe
6990,Hampteau
6990,Marenne
7000,Mons
7031,Villers-Saint-Ghislain
7040,Asquillies
7040,Aulnois
7040,Blaregnies
7040,Quévy-Le-Petit
7050,Masnuy-Saint-Pierre
7060,Horrues
7061,Thieusies
7063,Chaussée-Notre-Dame-Louvignies
7063,Neufvilles
7120,Estinnes-Au-Mont
7120,Estinnes-Au-Val
7130,Battignies
7140,Morlanwelz-Mariemont
7160,Chapelle-Lez-Herlaimont
7170,Bellecourt
7181,Feluy
7191,Ecaussinnes-Lalaing
7321,Blaton
7330,Saint-Ghislain
7340,Warquignies
7350,Hainin
7350,Thulin
7370,Blaugies
7370,Elouges
7382,Audregnies
7387,Honnelles
7387,Onnezies
7501,Orcq
7521,Chercq
7532,Beclers
7533,Thimougies
7536,Vaulx
7600,Péruwelz
7604,Braffe
7604,Callenelle
7611,La Glanerie
7620,Bléharies
7620,Hollain
7641,Bruyelle
7643,Fontenoy
7711,Dottignies
7730,Estaimbourg
7730,Leers-Nord
7730,Néchin
7740,Warcoing
7760,Molenbaix
7804,Rebaix
7812,Ligne
7822,Ghislenghien
7830,Bassilly
7830,Gondregnies
7830,Graty
7830,Hoves
7830,Thoricourt
7850,Enghien
7863,Ghoy
7864,Deux-Acren
7870,Bauffe
7870,Cambron-Saint-Vincent
7870,Lens
7880,Flobecq
7890,Lahamaide
7901,Thieulain
7910,Anvaing
7910,Arc-Wattripont
7910,Wattripont
7911,Hacquegnies
7940,Cambron-Casteau
7970,Beloeil
8210,Veldegem
8300,Knokke-Heist
8310,Sint-Kruis
8430,Middelkerke
8433,Sint-Pieters-Kapelle
8460,Ettelgem
8460,Oudenburg
8470,Zevekote
8480,Ichtegem
8490,Varsenare
8510,Bellegem
8510,Kooigem
8510,Rollegem
8580,Avelgem
8581,Waarmaarde
8587,Espierres-Helchin
8600,Diksmuide
8600,Driekapellen
8600,Lampernisse
8630,De Moeren
8640,Westvleteren
8647,Lo-Reninge
8647,Pollinkhove
8650,Klerken
8670,Wulpen
8680,Koekelare
8690,Oeren
8690,Sint-Rijkers
8691,Gijverinkhove
8700,Tielt
8730,Beernem
8730,Oedelem
8730,Sint-Joris
8770,Ingelmunster
8780,Oostrozebeke
8800,Rumbeke
8820,Torhout
8840,Westrozebeke
8850,Ardooie
8860,Lendelede
8890,Moorslede
8930,Rekkem
8956,Kemmel
8957,Messines
8970,Reningelst
8980,Zandvoorde
9030,Mariakerke
9032,Wondelgem
9042,Mendonk
9080,Beervelde
9090,Gontrode
9090,Melle
9130,Doel
9140,Steendorp
9190,Stekene
9200,Grembergen
9200,Oudegem
9250,Waasmunster
9255,Opdorp
9260,Schellebelle
9270,Laarne
9280,Denderbelle
9290,Overmere
9300,Aalst
9310,Baardegem
9340,Impe
9340,Wanzele
9400,Voorde
9401,Pollare
9403,Neigem
9450,Denderhoutem
9500,Moerbeke
9500,Onkerzele
9500,Ophasselt
9500,Viane
9520,Sint-Lievens-Houtem
9521,Letterhoutem
9550,Herzele
9620,Erwetegem
9620,Sint-Maria-Oudenhove
9620,Zottegem
9630,Dikkele
9636,Nederzwalm-Hermelgem
9660,Nederbrakel
9660,Zegelsem
9667,Horebeke
9667,Sint-Kornelis-Horebeke
9680,Maarke-Kerkem
9680,Maarkedal
9700,Oudenaarde
9790,Wortegem
9840,Zevergem
9860,Moortsele
9870,Zulte
9880,Lotenhulle
9880,Poeke
9890,Gavere
9890,Vurste
9931,Oostwinkel
9961,Boekhoute
9980,Sint-Laureins
1000,Bruxelles
1030,Schaerbeek
1050,Ixelles
1060,Saint-Gilles
1081,Koekelberg
1120,Neder-Over-Heembeek
1180,Uccle
1300,Limal
1315,Opprebais
1315,Piètrebais
1325,Dion-Valmont
1350,Jandrain-Jandrenouille
1357,Hélécine
1357,Neerheylissem
1380,Lasne-Chapelle-Saint-Lambert
1390,Bossut-Gottechain
1404,Bornival
1420,Braine-L'alleud
1430,Quenast
1435,Corbais
1457,Walhain-Saint-Paul
1495,Villers-La-Ville
1501,Buizingen
1541,Sint-Pieters-Kapelle
1560,Hoeilaart
1670,Bogaarden
1700,Dilbeek
1703,Schepdaal
1750,Gaasbeek
1760,Strijtem
1770,Liedekerke
1780,Wemmel
1785,Brussegem
1820,Melsbroek
1840,Malderen
1880,Ramsdonk
1910,Berg
1933,Sterrebeek
1980,Eppegem
1981,Hofstade
2000,Antwerpen
2070,Zwijndrecht
2100,Deurne
2220,Heist-Op-Den-Berg
2235,Hulshout
2240,Massenhoven
2240,Viersel
2240,Zandhoven
2260,Zoerle-Parwijs
2275,Gierle
2390,Oostmalle
2390,Westmalle
2440,Geel
2490,Balen
2491,Olmen
2500,Koningshooikt
2500,Lier
2520,Emblem
2531,Vremde
2547,Lint
2550,Kontich
2570,Duffel
2590,Berlaar
2600,Berchem
2640,Mortsel
2800,Walem
2811,Leest
2820,Bonheiden
2840,Terhagen
2880,Hingene
2890,Oppuurs
2930,Brasschaat
2970,Schilde
2980,Zoersel
2990,Wuustwezel
3010,Kessel Lo
3020,Herent
3040,Ottenburg
3053,Haasrode
3061,Leefdaal
3078,Meerbeek
3080,Tervuren
3090,Overijse
3150,Tildonk
3150,Wespelaar
3190,Boortmeerbeek
3191,Hever
3212,Pellenberg
3220,Kortrijk-Dutsel
3271,Averbode
3272,Messelbroek
3293,Kaggevinne
3300,Tienen
3320,Hoegaarden
3370,Roosbeek
3380,Bunsbeek
3380,Glabbeek
3390,Houwaart
3400,Eliksem
3401,Walshoutem
3450,Geetbets
3540,Herk-De-Stad
3545,Halen
3545,Zelem
3582,Koersel
3630,Leut
3630,Maasmechelen
3630,Opgrimbie
3660,Opglabbeek
3700,Diets-Heur
3700,Kolmont
3700,Lauw
3700,Sluizen
3700,Tongeren
3717,Herstappe
3721,Vliermaalroot
3722,Wintershoven
3724,Vliermaal
3730,Hoeselt
3730,Sint-Huibrechts-Hern
3740,Rijkhoven
3740,Rosmeer
3742,Martenslinde
3746,Hoelbeek
3770,Herderen
3770,Kanne
3770,Millen
3770,Val-Meer
3790,Mouland
3798,Fouron-Le-Comte
3800,Kerkom-Bij-Sint-Truiden
3803,Gorsem
3803,Runkelen
3840,Borgloon
3840,Broekom
3840,Hendrieken
3840,Hoepertingen
3840,Voort
3850,Binderveld
3850,Nieuwerkerken
3870,Mechelen-Bovelingen
3890,Jeuk
3890,Kortijs
3890,Montenaken
3890,Vorsen
3891,Borlo
3910,Neerpelt
3940,Hechtel
3950,Kaulille
3960,Opitter
3990,Kleine-Brogel
3990,Peer
4040,Herstal
4041,Milmort
4050,Chaudfontaine
4052,Beaufays
4102,Ougrée
4120,Ehein
4140,Rouvreux
4180,Hamoir
4190,Werbomont
4210,Burdinne
4217,Héron
4260,Fallais
4260,Fumal
4260,Ville-En-Hesbaye
4261,Latinne
4280,Cras-Avernas
4280,Grand-Hallet
4280,Wansin
4300,Bleret
4317,Borlez
4340,Othée
4347,Freloux
4357,Haneffe
4367,Fize-Le-Marsal
4460,Hollogne-Aux-Pierres
4460,Horion-Hozémont
4520,Huccorgne
4520,Moha
4520,Vinalmont
4537,Seraing-Le-Château
4540,Jehay
4557,Ramelot
4560,Clavier
4570,Marchin
4600,Lanaye
4602,Cheratte
4607,Feneur
4620,Fléron
4624,Romsée
4630,Ayeneux
4630,Micheroux
4650,Chaineux
4654,Charneux
4670,Trembleur
4672,Saint-Remy
4680,Oupeye
4690,Glons
4710,Lontzen
4730,Hauset
4731,Eynatten
4750,Butgenbach
4782,Schoenberg
4790,Burg-Reuland
4802,Heusy
4834,Goé
4837,Baelen
4890,Clermont
4910,Polleur
4920,Aywaille
4980,Wanne
4983,Basse-Bodeux
4990,Bra
5020,Malonne
5024,Marche-Les-Dames
5030,Gembloux
5030,Grand-Manil
5032,Bossière
5032,Isnes
5060,Auvelais
5060,Keumiée
5060,Sambreville
5060,Tamines
5070,Fosses-La-Ville
5080,La Bruyère
5080,Rhisnes
5100,Jambes
5100,Wierde
5101,Lives-Sur-Meuse
5150,Franière
5170,Rivière
5300,Namêche
5310,Bolinne
5310,Branchon
5310,Liernu
5310,Waret-La-Chaussée
5340,Faulx-Les-Tombes
5364,Schaltin
5370,Flostoy
5370,Havelange
5370,Jeneffe
5370,Verlée
5377,Nettinne
5380,Franc-Waret
5500,Anseremme
5500,Falmagne
5523,Weillen
5530,Dorinne
5530,Mont
5537,Sosoye
5540,Hastière-Lavaux
5540,Waulsort
5550,Chairière
5550,Nafraiture
5555,Baillamont
5555,Petit-Fays
5560,Hulsonniaux
5561,Celles
5564,Wanlin
5570,Dion
5570,Wancennes
5572,Focant
5575,Bourseigne-Neuve
5576,Froidfontaine
5580,Eprave
5580,Mont-Gauthier
5590,Ciney
5600,Jamiolle
5600,Philippeville
5600,Roly
5600,Villers-En-Fagne
5600,Vodecée
5620,Rosée
5630,Silenrieux
5630,Soumoy
5640,Graux
5640,Oret
5640,Saint-Gérard
5650,Clermont
5651,Gourdinne
5651,Thy-Le-Château
5660,Couvin
5660,Gonrieux
5670,Vierves-Sur-Viroin
5680,Doische
5680,Gimnée
5680,Matagne-La-Grande
6030,Goutroux
6032,Mont-Sur-Marchienne
6120,Jamioulx
6120,Nalinnes
6183,Trazegnies
6200,Bouffioulx
6200,Châtelet
6210,Frasnes-Lez-Gosselies
6223,Wagnelée
6230,Obaix
6238,Liberchies
6250,Pont-De-Loup
6250,Presles
6460,Chimay
6500,Beaumont
6532,Ragnies
6536,Thuillies
6560,Hantes-Wihéries
6590,Momignies
6591,Macon
6593,Macquenoise
6630,Martelange
6637,Tintange
6640,Homprè
6640,Nives
6640,Vaux-Sur-Sûre
6692,Petit-Thier
6700,Bonnert
6706,Autelbas
6717,Tontelange
6721,Anlier
6724,Rulles
6730,Bellefontaine
6750,Mussy-La-Ville
6760,Ethe
6761,Latour
6767,Lamorteau
6791,Athus
6792,Halanzy
6800,Libramont-Chevigny
6800,Remagne
6813,Termes
6820,Fontenoille
6823,Villers-Devant-Orval
6838,Corbion
6840,Grandvoir
6840,Grapfontaine
6840,Hamiprè
6840,Longlier
6856,Fays-Les-Veneurs
6860,Assenois
6860,Witry
6887,Saint-Médard
6890,Anloy
6924,Lomprez
6927,Bure
6941,Villers-Sainte-Gertrude
6953,Ambly
6980,Beausaint
6980,La Roche-En-Ardenne
6987,Hodister
6990,Fronville
6997,Amonines
6997,Erezée
7011,Ghlin
7020,Maisières
7021,Havre
7022,Mesvin
7030,Saint-Symphorien
7040,Bougnies
7040,Genly
7040,Quévy-Le-Grand
7041,Givry
7050,Jurbise
7080,Eugies
7080,Frameries
7090,Steenkerque
7100,Saint-Vaast
7100,Trivières
7120,Croix-Lez-Rouveroy
7120,Fauroeulx
7120,Haulchin
7120,Rouveroy
7120,Vellereille-Le-Sec
7120,Vellereille-Les-Brayeux
7134,Epinois
7160,Piéton
7170,Bois-D'haine
7181,Familleureux
7300,Boussu
7322,Pommeroeul
7333,Tertre
7340,Colfontaine
7370,Wihéries
7387,Athis
7387,Marchipont
7522,Marquain
7604,Wasmes-Audemez-Briffoeil
7618,Taintignies
7620,Jollain-Merlin
7640,Maubray
7700,Luingne
7730,Evregnies
7743,Esquelmes
7750,Amougies
7750,Anseroeul
7750,Mont-De-L'enclus
7760,Popuelles
7782,Ploegsteert
7784,Bas-Warneton
7801,Irchonwelz
7803,Bouvignies
7810,Maffle
7812,Mainvault
7822,Meslin-L'evêque
7830,Fouleng
7870,Lombise
7904,Pipaix
7904,Tourpes
7973,Grandglise
8000,Koolkerke
8020,Waardamme
8340,Hoeke
8340,Oostkerke
8370,Blankenberge
8420,Klemskerke
8420,Wenduine
8431,Wilskerke
8433,Slijpe
8490,Stalhille
8501,Heule
8520,Kuurne
8553,Otegem
8560,Gullegem
8570,Ingooigem
8572,Kaster
8583,Bossuit
8587,Helchin
8600,Kaaskerke
8600,Stuivekenskerke
8610,Kortemark
8610,Werken
8610,Zarren
8620,Ramskapelle
8630,Booitshoeke
8630,Houtem
8630,Veurne
8630,Wulveringem
8640,Vleteren
8647,Reninge
8680,Bovekerke
8691,Izenberge
8740,Egem
8755,Ruiselede
8830,Gits
8830,Hooglede
8870,Izegem
8880,Sint-Eloois-Winkel
8900,Brielen
8900,Dikkebus
8900,Ieper
8900,Sint-Jan
8908,Vlamertinge
8920,Bikschote
8920,Langemark-Poelkapelle
8940,Geluwe
8958,Loker
8970,Poperinge
8972,Krombeke
8972,Proven
8980,Passendale
9050,Ledeberg
9080,Zaffelare
9111,Belsele
9120,Kallo
9120,Vrasene
9130,Kieldrecht
9150,Kruibeke
9160,Daknam
9190,Kemzeke
9200,Dendermonde
9200,Schoonaarde
9230,Massemen
9255,Buggenhout
9400,Okegem
9420,Aaigem
9450,Haaltert
9472,Iddergem
9500,Goeferdinge
9500,Nederboelare
9506,Schendelbeke
9506,Waarbeke
9520,Zonnegem
9550,Sint-Lievens-Esse
9550,Woubrechtegem
9620,Oombergen
9620,Sint-Goriks-Oudenhove
9620,Velzeke-Ruddershove
9630,Meilegem
9630,Paulatem
9630,Sint-Blasius-Boekel
9630,Zwalm
9660,Brakel
9660,Elst
9667,Sint-Maria-Horebeke
9681,Nukerke
9688,Schorisse
9690,Kluisbergen
9690,Ruien
9700,Bevere
9700,Eine
9700,Volkegem
9771,Nokere
9790,Moregem
9800,Bachte-Maria-Leerne
9800,Deinze
9800,Petegem-Aan-De-Leie
9800,Vinkt
9800,Zeveren
9820,Munte
9831,Deurle
9850,Landegem
9850,Nevele
9850,Poesele
9850,Vosselare
9860,Scheldewindeke
9870,Machelen
9870,Olsene
9910,Knesselare
9940,Kluizen
9968,Oosteeklo
9988,Waterland-Oudeman
9990,Maldegem
9991,Adegem
5600,Villers-Le-Gambon
5630,Villers-Deux-Eglises
5640,Biesme
5650,Fraire
5650,Vogenée
5650,Walcourt
5651,Berzée
5651,Rognée
5660,Aublain
5660,Brûly
5660,Brûly-De-Pesche
5660,Dailly
5660,Mariembourg
5660,Pesche
5670,Oignies-En-Thiérache
5680,Soulme
5680,Vaucelles
6010,Couillet
6020,Dampremy
6030,Marchienne-Au-Pont
6031,Monceau-Sur-Sambre
6041,Gosselies
6120,Cour-Sur-Heure
6142,Leernes
6150,Anderlues
6181,Gouy-Lez-Piéton
6182,Souvret
6200,Châtelineau
6210,Villers-Perwin
6220,Wangenies
6230,Buzet
6230,Viesville
6240,Pironchamps
6250,Aiseau
6250,Aiseau-Presles
6250,Roselies
6280,Acoz
6280,Joncret
6440,Fourbechies
6460,Robechies
6460,Saint-Remy
6460,Salles
6460,Villers-La-Tour
6470,Sivry-Rance
6500,Barbençon
6500,Thirimont
6540,Mont-Sainte-Geneviève
6567,Merbes-Le-Château
6567,Merbes-Sainte-Marie
6592,Monceau-Imbrechies
6594,Beauwelz
6596,Seloignes
6600,Bastogne
6600,Villers-La-Bonne-Eau
6600,Wardin
6640,Sibret
6662,Tavigny
6670,Gouvy
6674,Montleban
6690,Vielsalm
6698,Grand-Halleux
6700,Heinsch
6704,Guirsch
6720,Habay-La-Neuve
6723,Habay-La-Vieille
6730,Saint-Vincent
6740,Sainte-Marie-Sur-Semois
6741,Vance
6747,Meix-Le-Tige
6750,Musson
6760,Bleid
6769,Meix-Devant-Virton
6769,Robelmont
6800,Moircy
6800,Recogne
6830,Les Hayons
6831,Noirfontaine
6833,Ucimont
6836,Dohan
6852,Maissin
6880,Cugnon
6880,Jehonville
6880,Orgeo
6887,Herbeumont
6887,Straimont
6890,Libin
6890,Ochamps
6890,Smuid
6900,Marche-En-Famenne
6900,Waha
6920,Sohier
6920,Wellin
6927,Grupont
6927,Resteigne
6929,Daverdisse
6940,Wéris
6950,Harsin
6952,Grune
6960,Manhay
6960,Odeigne
6960,Vaux-Chavanne
6982,Samrée
6984,Hives
6986,Halleux
6987,Marcourt
6987,Rendeux
7022,Harmignies
7032,Spiennes
7034,Obourg
7034,Saint-Denis
7040,Quévy
7050,Erbaut
7060,Soignies
7061,Casteau
7070,Gottignies
7070,Thieu
7070,Ville-Sur-Haine
7080,La Bouverie
7080,Sars-La-Bruyère
7090,Henripont
7100,Haine-Saint-Paul
7100,La Louvière
7110,Boussoit
7134,Péronnes-Lez-Binche
7134,Ressaix
7301,Hornu
7331,Baudour
7332,Neufmaison
7350,Montroeul-Sur-Haine
7387,Angre
7390,Quaregnon
7500,Saint-Maur
7500,Tournai
7522,Hertain
7522,Lamain
7540,Rumillies
7542,Mont-Saint-Aubert
7543,Mourcourt
7548,Warchin
7610,Rumes
7620,Guignies
7640,Antoing
7642,Calonne
7730,Estaimpuis
7740,Pecq
7750,Russeignies
7760,Celles
7760,Escanaffles
7760,Velaines
7780,Comines-Warneton
7781,Houthem
7783,Bizet
7800,Ath
7804,Ostiches
7812,Moulbaix
7830,Hellebecq
7900,Leuze-En-Hainaut
7903,Chapelle-À-Oie
7910,Cordes
7910,Ellignies-Lez-Frasnes
7910,Forest
7911,Herquegies
7911,Moustier
7950,Ladeuze
7971,Basècles
7972,Aubechies
7973,Stambruges
8000,Brugge
8020,Hertsberge
8020,Ruddervoorde
8200,Sint-Andries
8200,Sint-Michiels
8210,Loppem
8340,Damme
8340,Moerkerke
8377,Nieuwmunster
8377,Zuienkerke
8380,Zeebrugge
8420,De Haan
8433,Mannekensvere
8450,Bredene
8470,Gistel
8470,Moere
8490,Jabbeke
8501,Bissegem
8530,Harelbeke
8531,Hulste
8560,Moorsele
8570,Gijzelbrechtegem
8570,Vichte
8582,Outrijve
8600,Esen
8600,Leke
8600,Oostkerke
8600,Oudekapelle
8620,Sint-Joris
8630,Steenkerke
8630,Vinkem
8640,Oostvleteren
8647,Lo
8660,De Panne
8670,Koksijde
8690,Alveringem
8691,Stavele
8710,Ooigem
8710,Sint-Baafs-Vijve
8720,Oeselgem
8740,Pittem
8750,Zwevezele
8760,Meulebeke
8791,Beveren
8793,Sint-Eloois-Vijve
8800,Oekene
8810,Lichtervelde
8840,Staden
8880,Ledegem
8880,Rollegem-Kapelle
8902,Voormezele
8904,Boezinge
8904,Zuidschote
8920,Langemark
8980,Geluveld
9000,Gent
9040,Sint-Amandsberg
9042,Desteldonk
9042,Sint-Kruis-Winkel
9051,Sint-Denijs-Westrem
9100,Nieuwkerken-Waas
9120,Haasdonk
9130,Kallo
9140,Temse
9170,Sint-Pauwels
9185,Wachtebeke
9200,Baasrode
9200,Sint-Gillis-Dendermonde
9230,Wetteren
9260,Serskamp
9280,Wieze
9290,Berlare
9310,Meldert
9320,Nieuwerkerken
9340,Lede
9400,Nederhasselt
9400,Ninove
9420,Bambrugge
9420,Burst
9420,Erpe
9420,Erpe-Mere
9420,Ottergem
9470,Denderleeuw
9500,Overboelare
9506,Idegem
9506,Zandbergen
9520,Oombergen
9550,Sint-Antelinks
9571,Hemelveerdegem
9620,Elene
9620,Grotenberge
9620,Leeuwergem
9630,Sint-Denijs-Boekel
9660,Opbrakel
9690,Zulzeke
9700,Ename
9700,Heurne
9700,Nederename
9772,Wannegem-Lede
9790,Ooike
9790,Petegem-Aan-De-Schelde
9800,Grammene
9810,Nazareth
9820,Lemberge
9820,Merelbeke
9830,Sint-Martens-Latem
9850,Hansbeke
9860,Landskouter
9881,Bellem
9910,Ursel
9921,Vinderhoute
9940,Sleidinge
9968,Bassevelde
9981,Sint-Margriete
9982,Sint-Jan-In-Eremo
9992,Middelburg
1000,Bruxelles
1020,Laeken
1082,Berchem-Sainte-Agathe
1083,Ganshoren
1301,Bierges
1310,La Hulpe
1315,Glimes
1320,Beauvechain
1320,L'ecluse
1331,Rosières
1340,Ottignies-Louvain-La-Neuve
1350,Enines
1360,Perwez
1367,Gérompont
1370,Piétrain
1370,Saint-Remy-Geest
1380,Plancenoit
1400,Nivelles
1410,Waterloo
1430,Rebecq-Rognon
1450,Chastre
1457,Walhain
1470,Baisy-Thy
1470,Genappe
1495,Mellery
1570,Vollezele
1600,Sint-Laureins-Berchem
1650,Beersel
1670,Heikruis
1673,Beert
1700,Sint-Martens-Bodegem
1701,Itterbeek
1730,Kobbegem
1731,Relegem
1755,Leerbeek
1790,Hekelgem
1820,Steenokkerzeel
1831,Diegem
1861,Wolvertem
1880,Nieuwenrode
1910,Nederokkerzeel
1930,Nossegem
2040,Antwerpen
2040,Zandvliet
2070,Burcht
2150,Borsbeek
2222,Wiekevorst
2223,Schriek
2230,Ramsel
2242,Pulderbos
2321,Meer
2330,Merksplas
2350,Vosselaar
2382,Poppel
2450,Meerhout
2520,Oelegem
2580,Beerzel
2627,Schelle
2650,Edegem
2801,Heffen
2812,Muizen
2830,Heindonk
2830,Tisselt
2861,Onze-Lieve-Vrouw-Waver
2870,Breendonk
2960,Sint-Job-In-'t-Goor
2960,Sint-Lenaarts
3012,Wilsele
3040,Loonbeek
3040,Sint-Agatha-Rode
3050,Oud-Heverlee
3080,Vossem
3130,Begijnendijk
3201,Langdorp
3211,Binkom
3271,Zichem
3290,Diest
3290,Webbekom
3300,Bost
3300,Goetsenhoven
3300,Hakendover
3321,Outgaarden
3350,Drieslinter
3370,Neervelp
3384,Attenrode
3390,Tielt
3400,Wange
3404,Attenhoven
3440,Dormaal
3440,Zoutleeuw
3470,Ransberg
3500,Hasselt
3500,Sint-Lambrechts-Herk
3511,Kuringen
3512,Stevoort
3530,Helchteren
3550,Heusden-Zolder
3560,Linkhout
3570,Alken
3581,Beverlo
3630,Vucht
3631,Uikhoven
3640,Kinrooi
3670,Ellikom
3670,Neerglabbeek
3700,Henis
3700,Piringen
3700,Riksingen
3740,Bilzen
3770,Membruggen
3770,Riemst
3770,Vlijtingen
3770,Zichen-Zussen-Bolder
3790,Fouron-Saint-Martin
3792,Fouron-Saint-Pierre
3800,Aalst
3800,Gelinden
3840,Groot-Loon
3840,Kuttekoven
3850,Wijer
3870,Opheers
3870,Vechmaal
3890,Niel-Bij-Sint-Truiden
3891,Mielen-Boven-Aalst
3900,Overpelt
3910,Sint-Huibrechts-Lille
3920,Lommel
3945,Oostham
3950,Bocholt
3970,Leopoldsburg
3990,Grote-Brogel
4020,Jupille-Sur-Meuse
4100,Seraing
4120,Rotheux-Rimière
4130,Tilff
4170,Comblain-Au-Pont
4171,Poulseur
4181,Filot
4190,Xhoris
4210,Marneffe
4250,Geer
4253,Darion
4257,Corswarem
4260,Ciplet
4280,Blehen
4280,Villers-Le-Peuplier
4300,Bovenistier
4300,Lantremange
4300,Waremme
4347,Fexhe-Le-Haut-Clocher
4347,Roloux
4360,Lens-Sur-Geer
4367,Crisnée
4367,Thys
4400,Chokier
4400,Flémalle-Haute
4420,Montegnée
4420,Tilleur
4430,Ans
4451,Voroux-Lez-Liers
4452,Paifve
4452,Wihogne
4460,Grâce-Hollogne
4500,Huy
4530,Villers-Le-Bouillet
4537,Chapon-Seraing
4540,Ampsin
4550,Villers-Le-Temple
4557,Fraiture
4577,Modave
4577,Vierset-Barse
4590,Ellemelle
4600,Lixhe
4606,Saint-André
4607,Dalhem
4608,Neufchâteau
4610,Beyne-Heusay
4610,Queue-Du-Bois
4630,Tignée
4632,Cérexhe-Heuseux
4650,Grand-Rechain
4650,Herve
4681,Hermalle-Sous-Argenteau
4683,Vivegnis
4690,Roclenge-Sur-Geer
4730,Raeren
4780,Recht
4791,Thommen
4800,Ensival
4800,Lambermont
4800,Polleur
4801,Stembert
4821,Andrimont
4845,Sart-Lez-Spa
4851,Sippenaeken
4852,Hombourg
4870,Forêt
4870,Fraipont
4870,Trooz
4877,Olne
4950,Faymonville
4980,Trois-Ponts
5000,Namur
5020,Daussoulx
5021,Boninne
5030,Beuzet
5032,Bothey
5060,Arsimont
5070,Aisemont
5100,Wépion
5101,Erpent
5140,Sombreffe
5150,Floriffoux
5190,Spy
5300,Bonneville
5300,Landenne
5300,Seilles
5300,Vezin
5310,Hanret
5340,Mozet
5350,Evelette
5351,Haillot
5360,Hamois
5361,Mohiville
5370,Barvaux-Condroz
5377,Baillonville
5377,Bonsin
5377,Heure
5377,Sinsin
5377,Waillet
5380,Hingeon
5520,Anthée
5521,Serville
5522,Falaen
5530,Evrehailles
5530,Godinne
5537,Anhée
5550,Bohan
5550,Membre
5550,Mouzaive
5555,Cornimont
5570,Baronville
5570,Feschaux
5570,Javingue
5575,Bourseigne-Vieille
5575,Gedinne
5575,Houdremont
5580,Lessive
5580,Villers-Sur-Lesse
5590,Braibant
5590,Conneux
5600,Franchimont
5600,Romedenne
